YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 08 17 00  62  7.4  8.7  1.29 10.00  4.40 999 1020.7  23.3  26.7 999.0 99.0 99.00
2006 01 08 18 00  68  7.9 10.0  1.21 10.00  4.50 999 1019.8  23.2  26.7 999.0 99.0 99.00
2006 01 08 19 00  62  8.8 10.9  1.26 10.00  4.42 999 1018.9  22.8  26.7 999.0 99.0 99.00
2006 01 08 20 00  59  8.4 10.1  1.38  5.88  4.65 999 1018.5  22.6  26.7 999.0 99.0 99.00
2006 01 08 21 00  64  8.0 10.2  1.34  5.88  4.57 999 1018.5  22.7  26.7 999.0 99.0 99.00
2006 01 08 22 00  63  7.8 10.0 99.00 99.00 99.00 999 1018.4  22.8  26.7 999.0 99.0 99.00
2006 01 08 23 00  63  8.7 10.7  1.32  5.88  4.71 999 1018.6  23.0  26.7 999.0 99.0 99.00
2006 01 09 00 00  67  9.2 11.4  1.43  6.25  5.00 999 1018.8  23.0  26.7 999.0 99.0 99.00
2006 01 09 01 00  70  9.8 11.7  1.32  5.88  4.78 999 1019.3  23.0  26.7 999.0 99.0 99.00
2006 01 09 02 00  72 10.7 13.1  1.38  5.88  4.81 999 1019.6  23.1  26.7 999.0 99.0 99.00
2006 01 09 03 00  86  9.7 11.4  1.42  6.67  4.82 999 1020.2  23.5  26.7 999.0 99.0 99.00
2006 01 09 04 00  78  9.0 10.6  1.38  6.25  4.62 999 1020.4  23.6  26.7 999.0 99.0 99.00
2006 01 09 05 00  70  8.9 11.6  1.43  6.25  4.83 999 1020.2  23.9  26.7 999.0 99.0 99.00
2006 01 09 06 00  76  8.2 10.2  1.39  6.67  4.82 999 1019.6  23.9  26.7 999.0 99.0 99.00
2006 01 09 07 00  74  7.4  8.8  1.24  6.25  4.79 999 1018.9  24.0  26.7 999.0 99.0 99.00
2006 01 09 08 00  67  7.2  9.9  1.20  5.88  4.68 999 1018.2  24.0  26.7 999.0 99.0 99.00
2006 01 09 09 00  56  7.1  8.9  1.12  5.88  4.68 999 1017.8  24.4  26.7 999.0 99.0 99.00
2006 01 09 10 00  59  8.0 10.0  1.11  5.26  4.74 999 1017.4  24.8  26.7 999.0 99.0 99.00
2006 01 09 11 00  83  9.8 11.4  1.23  6.25  4.78 999 1017.5  25.0  26.7 999.0 99.0 99.00
2006 01 09 12 00  77 10.7 12.2  1.30  6.25  4.69 999 1017.9  25.2  26.7 999.0 99.0 99.00
2006 01 09 13 00  68 10.9 13.1  1.54  6.25  4.89 999 1018.5  25.1  26.7 999.0 99.0 99.00
2006 01 09 14 00  76 11.7 13.8 99.00 99.00 99.00 999 1019.1  25.3  26.7 999.0 99.0 99.00
2006 01 09 15 00  78 11.2 13.5  1.90  6.67  5.17 999 1020.0  25.6  26.7 999.0 99.0 99.00
2006 01 09 16 00  85 10.7 13.0  1.89  7.14  5.30 999 1020.0  25.8  26.7 999.0 99.0 99.00
2006 01 09 17 00  80 11.9 14.0  1.74  7.69  5.23 999 1019.3  25.8  26.7 999.0 99.0 99.00
2006 01 09 18 00  79 10.9 12.7  2.17  7.14  5.59 999 1018.2  25.8  26.7 999.0 99.0 99.00
2006 01 09 19 00  89 10.5 12.0  2.11  7.14  5.46 999 1017.5  25.7  26.7 999.0 99.0 99.00
2006 01 09 20 00  78 10.5 12.9  1.99  7.69  5.55 999 1016.9  25.5  26.7 999.0 99.0 99.00
2006 01 09 21 00  76  9.7 12.1  2.08  7.69  5.59 999 1016.5  25.6  26.7 999.0 99.0 99.00
2006 01 09 22 00  79  9.3 10.8  2.12  7.69  5.46 999 1016.9  25.7  26.7 999.0 99.0 99.00
2006 01 09 23 00  84  9.7 11.9  1.88  7.69  5.33 999 1017.1  25.6  26.7 999.0 99.0 99.00
2006 01 10 00 00  81 11.0 12.6 99.00 99.00 99.00 999 1016.9  25.9  26.7 999.0 99.0 99.00
2006 01 10 01 00  73 10.9 12.9  1.87  7.14  5.24 999 1017.6  25.9  26.7 999.0 99.0 99.00
2006 01 10 02 00  75 10.5 12.7  2.05  7.69  5.51 999 1017.8  25.9  26.7 999.0 99.0 99.00
2006 01 10 03 00  77 10.2 11.8  2.31  7.69  5.87 999 1018.3  26.0  26.7 999.0 99.0 99.00
2006 01 10 04 00  79 10.2 11.9  2.09  7.69  5.63 999 1018.6  26.0  26.6 999.0 99.0 99.00
2006 01 10 05 00  78 10.4 11.9  2.15  7.14  5.82 999 1018.0  26.0  26.6 999.0 99.0 99.00
2006 01 10 06 00  87 10.5 12.2  2.10  8.33  5.98 999 1017.7  26.0  26.6 999.0 99.0 99.00
2006 01 10 07 00  90 10.3 12.2  2.09  8.33  5.71 999 1017.1  26.1  26.6 999.0 99.0 99.00
2006 01 10 08 00  81  9.0 10.3  2.15  7.69  6.02 999 1016.9  26.1  26.6 999.0 99.0 99.00
2006 01 10 09 00  82  9.0 10.4  2.03  8.33  5.92 999 1016.6  26.0  26.6 999.0 99.0 99.00
2006 01 10 10 00  75  9.5 11.3  2.20  7.14  6.09 999 1016.4  25.9  26.6 999.0 99.0 99.00
